"","sub","Question","Response","age.cat"
"2524","8624016","Question_3","No","Adults"
"2525","8624016","Question_5","10","Adults"
"2526","8624016","Question_6","2","Adults"
"2527","8624016","Question_7","10","Adults"
"2528","8624016","Question_8","2","Adults"
"2529","8624156","Question_1","Sì","Adults"
"2530","8624156","Question_2","in solo ""se a caso"" ho scelto più volte il tesoro grande.","Adults"
"2531","8624156","Question_3","Sì","Adults"
"2532","8624156","Question_4","nel gioco""solo se a caso"" ho scelto più volte il tesoro grande.","Adults"
"2533","8624156","Question_5","4","Adults"
"2534","8624156","Question_6","6","Adults"
"2535","8624156","Question_7","7","Adults"
"2536","8624156","Question_8","3","Adults"
"2537","8624025","Question_1","Sì","Adults"
"2538","8624025","Question_3","Sì","Adults"
"2539","8624025","Question_5","9","Adults"
"2540","8624025","Question_6","9","Adults"
"2541","8624025","Question_7","10","Adults"
"2542","8624025","Question_8","3","Adults"
"2543","8624041","Question_1","Sì","Adults"
"2544","8624041","Question_2","nel gioco ""solo se insieme"" ho cliccato sempre sul super tesoro, perche immagino che, dato che anche l'altro vuole vincere piu monete possibili, clicchi sempre sul super tesoro, cosi da portarsi a casa sempre 15 monete. Invece nel ""solo se a caso"" ho cliccato sul super tesoro solo quando c'erano poche monete nel mini tesoro, cosi da non perdere troppo in caso uscisse la biglia blu","Adults"
"2545","8624041","Question_3","No","Adults"
"2546","8624041","Question_5","10","Adults"
"2547","8624041","Question_6","10","Adults"
"2548","8624041","Question_7","10","Adults"
"2549","8624041","Question_8","10","Adults"
"2550","8624097","Question_1","No","Adults"
"2551","8624097","Question_3","No","Adults"
"2552","8624097","Question_5","8","Adults"
"2553","8624097","Question_6","0","Adults"
"2554","8624097","Question_7","8","Adults"
"2555","8624097","Question_8","0","Adults"
"2556","8624056","Question_1","No","Adults"
"2557","8624056","Question_3","Sì","Adults"
"2558","8624056","Question_4","Nel gioco solo se soli ho preferito scegliere il mini tesoro solo quando questo era di almeno 10 monete, mentre nel gioco solo se a caso ho scelto il mini tesoro quando questo era di almeno 7 monete","Adults"
"2559","8624056","Question_5","10","Adults"
"2560","8624056","Question_6","10","Adults"
"2561","8624056","Question_7","10","Adults"
"2562","8624056","Question_8","8","Adults"
"2563","8624142","Question_1","No","Adults"
"2564","8624142","Question_3","No","Adults"
"2565","8624142","Question_5","10","Adults"
"2566","8624142","Question_6","10","Adults"
"2567","8624142","Question_7","10","Adults"
"2568","8624142","Question_8","10","Adults"
"2569","8616932","Question_1","Non so","Adults"
"2570","8616932","Question_2","dipendeva da quantp rischiavo di perdere in confronto a quanto potevo vincere indifferentemente se fossi sola o in coppia","Adults"
"2571","8616932","Question_3","Non so","Adults"
"2572","8616932","Question_4","ho basatp il gioco in base a quanto potessi vincere senza pensare all'altro.  solo se  la perdita era minima rischiavo ","Adults"
"2573","8616932","Question_5","9","Adults"
"2574","8616932","Question_6","1","Adults"
"2575","8616932","Question_7","10","Adults"
"2576","8616932","Question_8","1","Adults"
"2577","8756704","Question_1","Sì","Adults"
"2578","8756704","Question_2","ho scelto in base a quello che pensavo potesse essere la scelta dell'altro","Adults"
"2579","8756704","Question_3","Sì","Adults"
"2580","8756704","Question_4","quando ho giocato a solo se a caso ho scelto sapendo che era totalmente affidato al caso ","Adults"
"2581","8756704","Question_5","3","Adults"
"2582","8756704","Question_6","10","Adults"
"2583","8756704","Question_7","7","Adults"
"2584","8756704","Question_8","10","Adults"
"2585","8756708","Question_1","Sì","Adults"
"2586","8756708","Question_2","nel solo se a caso ho sempre scelto il super-tesoro","Adults"
"2587","8756708","Question_3","Sì","Adults"
"2588","8756708","Question_4","nel solo se a caso ho sempre scelto il super-tesoro","Adults"
"2589","8756708","Question_5","8","Adults"
"2590","8756708","Question_6","8","Adults"
"2591","8756708","Question_7","8","Adults"
"2592","8756708","Question_8","8","Adults"
"2593","8756676","Question_1","Sì","Adults"
"2594","8756676","Question_2","nel primo gioco ""solo se a caso"" mi sono autoimposto come regola che se nel ""piccolo tesoro"" erano presenti meno della metàà delle monete del ""grande tesoro"" sarebbe stato indifferente affidarsi al caso. Mentre nel gioco ""solo se assieme"" ho dato sempre la risposta dove il quantitativo di monete era il massimo ottenibile.","Adults"
"2595","8756676","Question_3","No","Adults"
"2596","8756676","Question_5","10","Adults"
"2597","8756676","Question_6","10","Adults"
"2598","8756676","Question_7","8","Adults"
"2599","8756676","Question_8","5","Adults"
"2600","9818103","Question_1","Sì","Adults"
"2601","9818103","Question_2","Nel gioco solo se insieme ho puntato sempre al super tesoro","Adults"
"2602","9818103","Question_3","Sì","Adults"
"2603","9818103","Question_4","Nel gioco solo se soli ho valutato la differenza tra i tesori","Adults"
"2604","9818103","Question_5","10","Adults"
"2605","9818103","Question_6","10","Adults"
"2606","9818103","Question_7","7","Adults"
"2607","9818103","Question_8","10","Adults"
"2608","9818104","Question_1","Sì","Adults"
"2609","9818104","Question_2","Nel gioco ""solo se a caso"" ho preferito tentare l'estrazione quando il sacco con la vincita minore consentiva di ottenere un basso numero di monete. Nel gioco ""solo se insieme"" ho preferito invece scegliere il sacco con la vincita maggiore perchè, se selezionato da tutti, porta una vincita ad ogni partecipante","Adults"
"2610","9818104","Question_3","No","Adults"
"2611","9818104","Question_4","in entrambi i giochi ho preferito selezionare il sacco contenente un numero inferiore di monete quando ho ritenuto la quantità ""sufficiente"". ho preferito lasciare la scelta al caso nel momento in cui il numero di monete presenti nel sacco più piccolo era limitato","Adults"
"2612","9818104","Question_5","8","Adults"
"2613","9818104","Question_6","7","Adults"
"2614","9818104","Question_7","7","Adults"
"2615","9818104","Question_8","8","Adults"
"2616","9818105","Question_1","Sì","Adults"
"2617","9818105","Question_2","Nel gioco ""solo se insieme"" la probabilità di vincere il super tesoro dipendeva dal mio compagno (che aveva lo stesso obiettivo), quindi la probabilità di vincere era più alta.","Adults"
"2618","9818105","Question_3","No","Adults"
"2619","9818105","Question_5","8","Adults"
"2620","9818105","Question_6","7","Adults"
"2621","9818105","Question_7","6","Adults"
"2622","9818105","Question_8","9","Adults"
"2623","9818106","Question_1","Sì","Adults"
"2624","9818106","Question_2","Nel gioco SOLO SE A CASO, ho ragionato sul valore scegliendo in relazione a quanto avrei potenzialmente perso, nel gioco SOLO SE INSIEME, ho scelto quella da 15 nella speranza che anche l'altro abbia pensato che scegliendo sempre la sacca più ricca la vincevamo entrambi","Adults"
"2625","9818106","Question_3","Sì","Adults"
"2626","9818106","Question_4","nel gioco SOLO SE A CASO ho ragionato sul valore che avrei perso, nel gioco SOLO SE SOLI ho provato a ragionare sulle probabilità","Adults"
"2627","9818106","Question_5","10","Adults"
"2628","9818106","Question_6","10","Adults"
"2629","9818106","Question_7","8","Adults"
"2630","9818106","Question_8","7","Adults"
"2631","9818107","Question_1","No","Adults"
"2632","9818107","Question_3","Sì","Adults"
"2633","9818107","Question_4","nel gioco solo se soli ho cercato di tenere conto cosa avrebbe scelto l'altro giocatore scegliendo spesso quello meno appetibile quindi il mini tesoro","Adults"
"2634","9818107","Question_5","8","Adults"
"2635","9818107","Question_6","8","Adults"
"2636","9818107","Question_7","8","Adults"
"2637","9818107","Question_8","6","Adults"
"2638","9818108","Question_1","Sì","Adults"
"2639","9818108","Question_2","cercando di considerare le possibili scelte dell'altra persona nel gioco ""solo se insieme"", sperando nella stessa considerazione da parte sua ","Adults"
"2640","9818108","Question_3","Non so","Adults"
"2641","9818108","Question_4","non sapendo assolutamente niente riguardo al compagno, le mie scelte non sono cambiate ma ho provato a considerare cosa avesse potuto scegliere l'altra persona, tiranando a indovinare","Adults"
"2642","9818108","Question_5","8","Adults"
"2643","9818108","Question_6","3","Adults"
"2644","9818108","Question_7","9","Adults"
"2645","9818108","Question_8","1","Adults"
"2646","9818109","Question_1","Sì","Adults"
"2647","9818109","Question_2","ho rischiato di più nel gioco ""solo se a caso""","Adults"
"2648","9818109","Question_3","Sì","Adults"
"2649","9818109","Question_4","ho rischiato di più nel gioco ""solo se a caso""","Adults"
"2650","9818109","Question_5","10","Adults"
"2651","9818109","Question_6","0","Adults"
"2652","9818109","Question_7","10","Adults"
"2653","9818109","Question_8","0","Adults"
"2654","9818110","Question_1","No","Adults"
"2655","9818110","Question_3","Sì","Adults"
"2656","9818110","Question_4","Solo se a caso: mi accontentavo anche del sacchetto con meno palline (solo però se il numero era alto come 10/11 in confronto a 15 soldi). In solo se soli cercavo di optare, quasi, sempre, per il numero più alto; tranne quando pensavo che l'avversario potesse scegliere l'altro","Adults"
"2657","9818110","Question_5","3","Adults"
"2658","9818110","Question_6","9","Adults"
"2659","9818110","Question_7","3","Adults"
"2660","9818110","Question_8","9","Adults"
"2661","9818111","Question_1","No","Adults"
"2662","9818111","Question_3","Sì","Adults"
"2663","9818111","Question_4","Ho scelto il super premio solo quando c'erano numeri alti anche nel mini premio ","Adults"
"2664","9818111","Question_5","8","Adults"
"2665","9818111","Question_6","6","Adults"
"2666","9818111","Question_7","8","Adults"
"2667","9818111","Question_8","7","Adults"
"2668","9818113","Question_1","Sì","Adults"
"2669","9818113","Question_2","nel gioco ""solo se a caso"" tendevo a scegliere il mini tesoro perchè giocavo da sola e c'era maggiore probabilità di vincere monete se sceglievo il mini tesoro. nel gioco ""solo se insieme"" tendevo a scegliere il super tesoro  sperando che anche l'altra persona lo scegliesse, così che tutti e due potessimo ottenere il premio maggiore","Adults"
"2670","9818113","Question_3","Sì","Adults"
"2671","9818113","Question_4","nel gioco ""solo se a caso"" sceglievo quasi sempre il mini tesoro, a meno che esso non fosse basso, allora mi sembrava valesse il rischio di provare a vincere il super tesoro. Nel gioco ""solo se soli"" il criterio di scelta era molto simili ma per ragioni diverse: tendevo anche qui a scegliere il mini tesoro perchè immaginavo che l'altro avrebbe scelto il super tesoro, o comunque non volevo rischiare. Anche nel gioco ""solo se soli"" a volte, quando il mini tesoro valeva molto poco, ho comunque scelto il super tesoro, sempre perchè mi sembrava valesse la pena rischiare, ma in questo caso mi sono pentita perchè ho immaginato che anche l'altro avrebbe fatto lo stesso ragionamento e avrei preferito scegliere sempre il mini tesoro.","Adults"
"2672","9818113","Question_5","10","Adults"
"2673","9818113","Question_6","9","Adults"
"2674","9818113","Question_7","9","Adults"
"2675","9818113","Question_8","10","Adults"
"2676","9818114","Question_1","Sì","Adults"
"2677","9818114","Question_2","In ""Solo se a caso"" mi baso su una probabilità casuale, quindi evito rischi eccessivi, mentre in ""Solo se insieme"" mi devo basare sulla fede nei confronti del fatto che l'altro si fidi di me.","Adults"
"2678","9818114","Question_3","Sì","Adults"
"2679","9818114","Question_4","In ""Solo se a caso"" mi baso su una probabilità casuale, e cerco quindi di non rischiare, mentre in ""Solo se soli"" preferisco andare sul sicuro e prendere il mini tesoro, sia per sfiducia nella gola del prossimo, sia nella consapevolezza che se non prendo io il super tesoro, lo potrà prendere l'altro. Inoltre, nei casi in cui il mini tesoro sia estremamente basso, devo contare sul fatto che il super tesoro sarà più ambito, e quindi più probabile che l'altro lo selezioni.","Adults"
"2680","9818114","Question_5","5","Adults"
"2681","9818114","Question_6","8","Adults"
"2682","9818114","Question_7","3","Adults"
"2683","9818114","Question_8","9","Adults"
"2684","9818115","Question_1","Sì","Adults"
"2685","9818115","Question_2","In solo se insieme non sempre ho preso il super tesoro con l'intenzione di togliere punti al compagno, in solo se a caso ho scelto di rischiare la sorte solo quando c'era una grande differenza di monete","Adults"
"2686","9818115","Question_3","Sì","Adults"
"2687","9818115","Question_4","in solo se soli ho provato a pensare cosa avrebbe potuto scegliere il mio compagno","Adults"
"2688","9818115","Question_5","6","Adults"
"2689","9818115","Question_6","7","Adults"
"2690","9818115","Question_7","6","Adults"
"2691","9818115","Question_8","9","Adults"
"2692","9818116","Question_1","No","Adults"
"2693","9818116","Question_3","Sì","Adults"
"2694","9818116","Question_4","cercando di capire quando l'altro arebbe stato più propenso a scegliere il tesoro con più monete","Adults"
"2695","9818116","Question_5","7","Adults"
"2696","9818116","Question_6","4","Adults"
"2697","9818116","Question_7","4","Adults"
"2698","9818116","Question_8","6","Adults"
"2699","9818117","Question_1","Sì","Adults"
"2700","9818117","Question_2","Nel gioco ""solo se a caso"" ho quasi sempre optato per il mini tesoro, a meno che quest'ultimo non fosse minore o uguale di 6, occasione in cui secondo me valeva la pena tentare la fortuna. Nel gioco ""solo se insieme"" ho sempre optato per il super tesoro sapendo che io ed il mio compagno avevamo l'obiettivo comune di vincere più monete possibili e che in quel gioco solo se avessimo scelto entrambi il super tesoro lo avremmo vinto.","Adults"
